CaptainAcceptEmail,PriorYearParticipation,GenderMale,GenderFemale,GenderNotSpecified,RegOnline,RegOffline,PriorParticipant,NotPriorParticipant,ConnectionMS,NoConnectionMS,RegActive,RegInActive,DonorGenderMale,DonorGenderFemale,DonorGenderNotSpecified,RegisteredDonors,NonRegisteredDonors,DonorConnectionMS,DonorNoConnectionMS,DonorPriorParticipant,DonorNotPriorParticipant,GiftAmount
TRUE,0,10,6,0,12,4,13,3,7,9,16,0,58,50,9,13,104,35,82,74,41,13183
FALSE,0,20,6,0,25,1,15,11,10,16,26,0,144,98,19,5,256,77,184,197,63,35773
TRUE,0,7,3,1,8,3,3,8,5,6,11,0,0,1,0,1,0,0,1,0,1,5
FALSE,0,5,1,0,6,0,1,5,2,4,6,0,20,6,0,6,20,13,13,11,15,1270
TRUE,1,1,0,0,1,0,1,0,0,1,1,0,5,3,0,1,7,2,6,8,0,615
TRUE,0,5,0,0,3,2,4,1,4,1,5,0,12,3,18,5,28,9,24,30,3,31640
FALSE,0,3,3,0,1,5,5,1,6,0,6,0,14,25,2,6,35,20,21,37,3,2365
FALSE,0,17,4,0,13,8,14,7,17,4,21,0,143,90,15,20,228,122,126,184,64,17278
TRUE,0,17,18,2,36,1,22,15,18,19,36,1,179,188,34,31,370,166,235,291,107,27642
TRUE,0,2,0,0,2,0,0,2,1,1,2,0,8,7,4,2,17,7,12,0,18,550
TRUE,0,4,0,0,4,0,4,0,2,2,4,0,19,9,3,4,27,10,21,31,0,1660
TRUE,0,37,5,0,37,5,21,21,26,16,41,1,165,90,94,32,317,106,243,285,61,82398
FALSE,1,41,25,2,51,17,30,38,35,33,64,4,191,253,50,24,470,151,343,297,194,33944
FALSE,0,2,4,0,6,0,0,6,0,6,6,0,2,4,0,6,0,0,6,0,6,0
TRUE,0,1,1,0,0,2,2,0,0,2,2,0,1,1,0,2,0,0,2,2,0,0
TRUE,0,6,5,0,9,2,1,10,7,4,11,0,31,12,2,4,41,22,23,7,37,2351
TRUE,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
TRUE,0,2,2,0,3,1,1,3,2,2,4,0,34,32,0,4,62,14,52,19,47,3250
TRUE,0,1,1,0,2,0,1,1,1,1,2,0,1,2,0,2,1,3,0,1,2,400
FALSE,0,2,1,1,4,0,2,2,0,4,4,0,6,2,2,4,6,2,8,5,5,1019
FALSE,0,1,1,0,2,0,1,1,1,1,2,0,9,5,1,2,13,5,10,14,1,1755
TRUE,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,35
TRUE,0,8,0,0,8,0,7,1,3,5,8,0,33,20,6,8,51,16,43,52,5,6093
TRUE,0,4,2,0,6,0,0,6,3,3,6,0,9,12,4,6,19,8,17,0,24,1095
TRUE,0,0,2,0,2,0,0,2,0,2,2,0,4,5,1,2,8,2,8,0,10,365
FALSE,0,19,3,0,21,1,12,10,9,13,22,0,125,66,9,18,182,82,118,131,69,12030
TRUE,0,1,1,0,2,0,1,1,2,0,2,0,1,0,0,1,0,1,0,1,0,0
TRUE,0,6,0,0,4,2,5,1,4,2,6,0,59,34,5,5,93,51,47,84,13,22025
FALSE,0,5,6,0,11,0,3,8,6,5,11,0,19,20,14,10,43,13,40,10,43,4043
TRUE,0,12,9,0,21,0,4,17,13,8,19,2,45,52,11,12,96,37,71,16,92,5226
TRUE,0,5,2,0,6,1,0,7,2,5,7,0,31,25,3,6,53,18,41,0,59,4485
TRUE,0,5,6,1,12,0,4,8,2,10,12,0,12,16,3,11,20,5,26,10,21,1700
FALSE,0,9,4,0,12,1,11,2,10,3,13,0,68,73,17,11,147,70,88,154,4,7318
TRUE,0,85,35,3,93,30,58,65,47,76,122,1,360,269,118,106,641,236,511,488,256,79313
FALSE,0,7,5,0,12,0,6,6,7,5,12,0,91,67,7,12,153,45,120,108,44,12630
TRUE,0,17,10,0,24,3,22,5,24,3,27,0,88,81,28,24,173,86,111,181,14,18316
TRUE,0,8,5,0,0,13,7,6,4,9,13,0,8,17,0,13,12,13,12,17,8,760
TRUE,0,7,2,0,9,0,4,5,4,5,9,0,36,20,8,9,55,27,37,28,36,5775
FALSE,0,14,4,0,16,2,9,9,10,8,18,0,91,64,16,16,155,76,95,102,69,9260
TRUE,0,3,5,0,8,0,3,5,6,2,7,1,15,20,3,8,30,27,11,21,17,1660
TRUE,0,2,2,0,4,0,0,4,1,3,3,1,5,13,13,4,27,19,12,0,25,3235
TRUE,0,5,0,0,4,1,5,0,3,2,5,0,25,16,2,5,38,24,19,43,0,1925
TRUE,0,1,1,0,2,0,0,2,1,1,2,0,6,5,1,2,10,4,8,0,11,665
TRUE,0,3,0,0,3,0,2,1,2,1,3,0,11,4,5,3,17,13,7,15,4,2075
TRUE,0,7,3,0,9,1,5,5,7,3,10,0,53,12,31,9,87,48,48,78,18,10140
TRUE,0,2,2,0,0,4,0,4,2,2,4,0,0,0,0,0,0,0,0,0,0,0
TRUE,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0
TRUE,0,8,3,0,9,2,6,5,7,4,11,0,32,23,86,11,130,34,107,34,107,6131
FALSE,0,3,1,0,3,1,3,1,3,1,4,0,5,9,4,4,14,7,11,15,3,1663
TRUE,0,4,2,1,7,0,0,7,0,7,7,0,5,9,2,7,9,2,14,0,16,2140
FALSE,0,2,1,0,3,0,0,3,1,2,3,0,5,1,3,3,6,1,8,0,8,1126
FALSE,0,10,4,0,14,0,0,14,7,7,14,0,68,62,5,5,130,67,68,0,134,5972
TRUE,0,5,5,0,10,0,3,7,7,3,10,0,34,30,7,10,61,22,49,39,31,4441
FALSE,0,5,1,0,5,1,5,1,3,3,6,0,32,23,50,5,100,30,75,84,21,4686
TRUE,0,5,4,0,8,1,2,7,2,7,9,0,33,23,15,4,67,29,42,15,56,2502
TRUE,0,11,0,0,9,2,11,0,8,3,10,1,30,29,14,10,63,37,36,71,0,6989
TRUE,0,16,13,0,26,3,18,11,17,12,27,2,78,63,58,25,174,80,119,125,56,14218
TRUE,0,40,8,1,0,49,15,34,1,48,49,0,40,9,50,49,50,2,97,31,68,14735
TRUE,0,17,2,0,19,0,15,4,9,10,19,0,68,20,11,18,81,54,45,89,10,10102
TRUE,0,6,4,0,9,1,0,10,6,4,10,0,14,22,12,9,39,29,19,0,46,7445
TRUE,0,11,11,0,20,2,0,22,11,11,22,0,29,42,25,20,76,46,50,0,94,6995
FALSE,0,9,2,0,11,0,0,11,3,8,11,0,31,44,7,11,71,15,67,0,77,3295
FALSE,0,0,2,0,2,0,0,2,2,0,2,0,0,6,0,1,5,6,0,0,5,855
TRUE,0,2,0,0,2,0,0,2,0,2,2,0,9,0,0,2,7,3,6,0,9,600
TRUE,0,1,2,0,3,0,2,1,3,0,3,0,17,13,4,2,32,18,16,23,11,1443
FALSE,0,4,0,0,4,0,4,0,3,1,4,0,15,16,6,4,33,17,20,37,0,2670
TRUE,1,0,3,0,3,0,2,1,3,0,3,0,5,29,4,3,35,22,16,31,7,1600
TRUE,0,18,9,0,25,2,15,12,18,9,27,0,194,94,26,14,300,202,112,291,22,34043
TRUE,0,0,4,0,4,0,0,4,3,1,3,1,7,18,1,2,24,10,16,0,24,990
TRUE,0,22,6,0,27,1,18,10,21,7,27,1,103,94,25,18,204,88,134,141,75,27318
FALSE,0,4,3,0,7,0,6,1,7,0,7,0,32,22,5,3,56,16,43,54,5,3820
TRUE,0,0,4,0,4,0,0,4,0,4,4,0,4,11,1,0,16,4,12,0,16,865
FALSE,1,2,0,0,2,0,1,1,1,1,2,0,7,3,1,2,9,2,9,1,10,380
TRUE,0,7,8,0,15,0,2,13,9,6,15,0,101,66,18,6,179,58,127,61,123,12769
TRUE,0,10,7,0,17,0,0,17,9,8,16,1,2,2,16,0,20,4,16,0,20,5005
TRUE,0,8,7,0,15,0,11,4,8,7,15,0,24,40,4,9,59,35,33,44,24,4950
FALSE,0,5,0,0,5,0,2,3,4,1,5,0,3,0,5,2,6,2,6,3,5,5140
TRUE,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0
TRUE,0,17,2,0,19,0,10,9,11,8,18,1,101,56,8,18,147,84,81,60,102,10387
TRUE,0,9,0,0,9,0,3,6,5,4,9,0,5,9,0,5,9,4,10,6,8,2935
FALSE,0,2,0,0,2,0,0,2,2,0,2,0,8,3,3,2,12,4,10,0,14,770
TRUE,0,16,3,0,19,0,13,6,13,6,19,0,60,57,31,16,132,58,90,103,43,9050
FALSE,0,4,3,0,7,0,2,5,3,4,7,0,22,25,5,3,49,19,33,22,28,2520
TRUE,1,11,11,0,19,3,9,13,15,7,22,0,55,75,73,11,192,40,163,110,93,11345
FALSE,0,2,0,0,2,0,2,0,2,0,2,0,3,0,0,1,2,3,0,3,0,600
FALSE,0,3,0,0,3,0,0,3,1,2,3,0,5,0,2,3,4,2,5,0,7,900
FALSE,0,14,2,0,16,0,7,9,11,5,16,0,117,85,33,12,223,114,121,137,96,18965
TRUE,0,11,2,0,13,0,10,3,12,1,13,0,83,42,24,10,139,67,82,105,22,12009
TRUE,0,5,6,0,11,0,9,2,6,5,11,0,53,76,6,10,125,57,78,116,18,7760
TRUE,0,11,3,0,10,4,9,5,11,3,14,0,54,42,11,10,97,58,49,87,17,8741
FALSE,1,17,9,0,26,0,17,9,13,13,26,0,83,120,43,22,224,97,149,151,95,12973
FALSE,0,5,2,0,7,0,2,5,5,2,7,0,12,26,8,4,42,20,26,30,16,1895
FALSE,0,17,7,0,0,24,20,4,14,10,24,0,22,9,25,24,32,17,39,47,9,7550
TRUE,0,38,30,0,64,4,51,17,49,19,68,0,191,333,64,54,534,279,309,478,104,31612
FALSE,0,51,26,0,75,2,50,27,53,24,76,1,275,327,83,60,625,369,316,514,168,45363
TRUE,0,2,1,0,3,0,2,1,1,2,3,0,11,5,1,3,14,5,12,11,1,675
TRUE,0,1,2,0,3,0,0,3,1,2,3,0,2,7,1,3,7,4,6,0,9,935
FALSE,0,17,10,0,26,1,10,17,19,8,27,0,94,81,9,16,168,95,89,64,118,10895
FALSE,0,3,4,0,7,0,0,7,3,4,6,1,17,18,11,5,41,25,21,0,46,2426
TRUE,1,3,1,0,4,0,4,0,3,1,4,0,32,18,12,4,58,28,34,62,0,2960
TRUE,0,3,0,0,3,0,1,2,0,3,3,0,1,0,0,1,0,1,0,0,1,0
TRUE,0,6,13,0,19,0,5,14,11,8,19,0,31,66,12,14,95,46,63,26,83,6703
TRUE,0,1,0,0,1,0,1,0,1,0,1,0,2,0,1,1,2,2,1,3,0,520
TRUE,0,3,0,0,3,0,2,1,0,3,3,0,12,7,17,2,34,4,32,31,5,1720
TRUE,0,11,4,0,15,0,7,8,11,4,15,0,35,33,14,15,67,53,29,51,31,8095
FALSE,0,4,1,0,5,0,0,5,3,2,5,0,24,6,4,5,29,11,23,0,33,1762
TRUE,1,2,0,0,2,0,2,0,2,0,2,0,10,3,1,2,12,9,5,14,0,640
TRUE,0,4,0,0,4,0,1,3,4,0,4,0,15,13,10,4,34,19,19,9,29,2095
TRUE,0,1,1,0,2,0,0,2,1,1,2,0,1,1,1,1,2,1,2,0,3,110
FALSE,0,5,2,0,7,0,2,5,2,5,7,0,18,9,7,7,27,6,28,13,21,3290
FALSE,0,15,3,0,12,6,8,10,9,9,18,0,0,0,0,0,0,0,0,0,0,0
TRUE,1,0,2,0,2,0,2,0,2,0,2,0,1,12,1,2,12,12,2,13,0,1780
FALSE,0,1,2,0,3,0,2,1,2,1,3,0,9,9,2,3,17,8,12,4,16,865
FALSE,0,1,1,0,2,0,2,0,2,0,2,0,12,5,2,2,17,9,10,19,0,1470
TRUE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1000
TRUE,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0
FALSE,0,3,2,0,5,0,3,2,3,2,3,2,15,7,1,4,19,11,12,11,11,926
TRUE,0,8,2,0,8,2,5,5,7,3,10,0,46,39,11,8,88,64,32,38,57,5843
FALSE,0,1,0,0,1,0,1,0,1,0,1,0,9,6,0,1,14,12,3,15,0,790
FALSE,0,7,2,1,10,0,0,10,6,4,9,1,16,8,37,10,51,13,48,0,55,5180
TRUE,0,2,1,0,3,0,3,0,3,0,3,0,3,1,0,1,3,3,1,4,0,395
FALSE,0,1,0,0,1,0,1,0,0,1,1,0,2,1,1,0,4,3,1,4,0,1136
FALSE,0,1,3,0,4,0,3,1,1,3,3,1,10,25,4,3,36,11,28,32,4,1435
TRUE,0,10,2,0,12,0,2,10,8,4,12,0,25,21,12,6,52,24,34,20,38,4905
TRUE,1,3,1,0,3,1,2,2,1,3,4,0,4,2,0,4,2,2,4,4,2,400
TRUE,1,23,2,0,16,9,18,7,23,2,25,0,133,116,349,18,580,85,513,558,37,37913
TRUE,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
FALSE,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
FALSE,0,24,11,0,24,11,29,6,26,9,35,0,178,161,29,29,339,139,229,312,56,19689
TRUE,0,7,5,0,10,2,8,4,6,6,12,0,30,34,14,10,68,18,60,54,23,2911
FALSE,1,1,0,0,0,1,1,0,1,0,1,0,8,6,2,0,16,7,9,16,0,1223
TRUE,0,6,2,0,6,2,6,2,4,4,8,0,19,16,0,7,28,15,20,30,4,1810
TRUE,0,0,2,0,0,2,1,1,2,0,2,0,0,2,0,2,0,2,0,1,1,300
FALSE,0,11,1,0,12,0,0,12,8,4,11,1,69,22,4,12,83,26,69,0,87,10350
TRUE,0,2,0,0,1,1,2,0,1,1,2,0,27,7,20,2,52,12,42,54,0,6615
TRUE,0,9,7,0,13,3,8,8,13,3,16,0,61,46,5,16,96,71,41,65,42,10549
TRUE,0,31,14,0,44,1,32,13,24,21,45,0,116,105,9,12,218,86,144,193,34,15320
FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,0,6,0,0,0,6,4,2,2,4,6,0,14,2,1,6,11,9,8,13,4,2175
TRUE,0,2,1,0,3,0,1,2,0,3,3,0,2,1,0,3,0,0,3,1,2,0
TRUE,1,23,9,0,31,1,22,10,26,6,32,0,120,110,30,5,255,111,149,198,60,25412
FALSE,1,3,1,0,4,0,4,0,3,1,4,0,8,1,0,4,5,8,1,9,0,399
TRUE,0,10,4,0,13,1,8,6,8,6,14,0,75,57,11,14,129,41,102,78,64,10501
TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,0,7,3,0,10,0,4,6,4,6,10,0,30,35,1,10,56,21,45,23,37,3685
TRUE,0,1,3,0,4,0,0,4,2,2,4,0,11,24,3,4,34,8,30,0,38,1765
TRUE,0,6,0,0,6,0,0,6,3,3,6,0,22,22,4,6,42,13,35,0,48,2080
TRUE,0,3,1,0,4,0,0,4,3,1,4,0,20,10,1,4,27,18,13,0,30,1485
FALSE,1,2,2,0,4,0,4,0,3,1,4,0,10,12,0,4,18,12,10,21,0,818
FALSE,0,6,2,0,8,0,5,3,7,1,8,0,23,10,2,8,27,13,22,24,10,3955
TRUE,0,7,2,0,3,6,2,7,6,3,9,0,33,51,7,9,82,35,56,25,66,4590
TRUE,0,52,19,0,64,7,48,23,52,19,71,0,345,280,50,24,651,324,351,552,116,79948
TRUE,0,3,1,0,4,0,4,0,2,2,4,0,10,8,4,4,18,11,11,22,0,2680
FALSE,0,17,8,0,25,0,17,8,18,7,25,0,64,65,7,25,111,69,67,89,46,9666
FALSE,0,3,0,0,3,0,0,3,2,1,2,1,23,25,0,3,45,17,31,0,47,2145
FALSE,0,2,1,0,3,0,0,3,1,2,3,0,2,1,0,3,0,1,2,0,3,0
TRUE,0,11,2,0,10,3,10,3,12,1,13,0,91,107,11,13,196,121,88,177,32,13398
FALSE,0,4,2,0,6,0,2,4,4,2,6,0,25,14,35,6,68,49,25,45,29,7995
TRUE,0,2,2,0,4,0,3,1,3,1,4,0,22,19,3,4,40,9,35,31,12,3990
TRUE,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,2,2,0,150
TRUE,0,8,5,0,13,0,0,13,4,9,13,0,64,55,12,13,118,20,111,0,131,4928
FALSE,0,9,2,0,10,1,0,11,6,5,11,0,37,34,2,11,62,22,51,0,73,5995
TRUE,0,19,5,0,24,0,15,9,15,9,24,0,149,102,18,24,245,132,137,209,59,24401
TRUE,0,9,1,0,10,0,1,9,2,8,9,1,24,18,0,10,32,11,31,7,35,3783
TRUE,0,2,1,0,2,1,2,1,2,1,3,0,15,11,2,3,25,22,6,4,24,2500
FALSE,1,2,0,0,2,0,1,1,0,2,2,0,11,6,1,2,16,8,10,13,5,770
TRUE,0,5,0,0,5,0,1,4,3,2,5,0,27,22,5,5,49,20,34,18,33,3580
TRUE,0,1,0,0,0,1,1,0,1,0,1,0,1,0,2,1,2,1,2,3,0,300
TRUE,0,1,3,0,4,0,2,2,4,0,3,1,9,5,1,4,11,8,7,10,4,1215
FALSE,0,7,3,0,7,3,7,3,6,4,10,0,26,30,0,10,46,16,40,36,17,2730
TRUE,0,35,22,0,41,16,43,14,38,19,56,1,271,305,23,57,542,303,296,512,80,41806
TRUE,1,5,8,0,13,0,8,5,8,5,13,0,30,77,3,13,97,56,54,79,31,4465
TRUE,0,6,3,0,8,1,4,5,5,4,9,0,45,36,4,9,76,31,54,36,48,4114
TRUE,0,4,0,0,4,0,1,3,3,1,4,0,14,11,2,4,23,15,12,11,14,1882
TRUE,0,2,0,0,2,0,2,0,2,0,2,0,24,8,2,2,32,12,22,32,0,3100
FALSE,0,6,0,0,5,1,3,3,4,2,6,0,9,9,5,4,19,8,15,7,15,1776
TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,0,2,0,0,2,0,2,0,2,0,2,0,31,9,2,2,40,29,13,39,0,2055
FALSE,0,3,0,0,3,0,0,3,3,0,3,0,29,23,2,3,51,11,43,0,52,2805
TRUE,0,5,1,0,1,5,2,4,5,1,6,0,5,1,0,6,0,5,1,2,4,0
TRUE,1,4,2,0,3,3,4,2,4,2,6,0,14,18,3,6,29,18,17,29,6,2710
FALSE,0,6,1,0,7,0,2,5,4,3,7,0,21,17,2,7,33,21,19,24,16,3705
FALSE,0,4,7,0,11,0,6,5,9,2,11,0,8,12,1,1,20,10,11,5,14,3760
TRUE,0,7,1,0,8,0,3,5,5,3,8,0,50,23,5,7,71,26,52,23,52,5695
TRUE,1,4,4,0,8,0,6,2,4,4,8,0,18,34,1,8,45,29,24,35,18,2435
FALSE,0,15,6,0,21,0,0,21,6,15,20,1,22,0,0,0,22,22,0,0,21,7455
TRUE,0,27,10,0,37,0,23,14,20,17,36,1,160,131,28,8,311,107,212,196,121,20391
FALSE,0,16,3,0,19,0,13,6,13,6,19,0,94,99,9,19,183,60,142,152,50,9396
TRUE,0,1,1,0,2,0,0,2,1,1,2,0,16,11,2,2,27,10,19,0,26,1555
TRUE,0,3,4,0,7,0,4,3,5,2,7,0,32,34,3,7,62,33,36,38,30,7720
TRUE,0,73,34,0,101,6,67,40,76,31,107,0,405,494,198,107,990,433,664,653,444,72490
TRUE,0,1,0,0,1,0,1,0,1,0,1,0,2,0,0,1,1,2,0,2,0,50
FALSE,0,4,0,0,4,0,2,2,0,4,4,0,26,11,1,4,34,4,34,13,17,1761
TRUE,0,2,4,0,3,3,4,2,4,2,6,0,28,60,5,6,87,49,44,89,4,5864
TRUE,0,12,13,0,25,0,7,18,16,9,23,2,80,118,8,25,181,83,123,64,132,14717
TRUE,0,7,1,0,7,1,4,4,3,5,8,0,38,30,6,8,66,26,48,21,51,5132
FALSE,1,4,4,0,6,2,7,1,8,0,8,0,21,25,0,8,38,28,18,43,1,4105
FALSE,0,46,29,0,74,1,47,28,56,19,74,1,171,211,23,15,390,193,212,300,104,30656
TRUE,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TRUE,0,3,1,0,0,4,1,3,1,3,4,0,3,2,4,4,5,1,8,3,6,1224
TRUE,0,7,1,0,8,0,5,3,6,2,8,0,46,45,12,8,95,32,71,93,6,7850
FALSE,0,1,0,0,1,0,0,1,1,0,1,0,3,6,0,0,9,4,5,0,9,340
FALSE,0,65,37,0,96,6,32,70,74,28,102,0,350,373,129,100,752,339,513,176,652,59266
FALSE,0,5,7,0,12,0,0,12,10,2,12,0,19,32,2,12,41,34,19,0,53,3274
TRUE,0,20,8,0,12,16,17,11,19,9,27,1,126,139,46,28,283,146,165,176,134,18034
TRUE,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0
TRUE,0,8,5,0,13,0,1,12,8,5,13,0,61,59,15,13,122,28,107,12,121,8925
TRUE,0,20,3,0,22,1,20,3,20,3,23,0,179,156,13,24,324,186,162,314,25,27616
FALSE,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
FALSE,0,1,0,0,1,0,0,1,1,0,1,0,7,7,2,1,15,3,13,0,16,1430
TRUE,0,0,2,0,2,0,1,1,1,1,2,0,6,12,0,2,16,3,15,11,6,625
TRUE,0,11,7,0,16,2,13,5,16,2,18,0,53,83,29,18,147,85,80,153,11,13931
TRUE,0,5,2,0,7,0,1,6,4,3,7,0,31,49,9,7,82,28,61,25,58,3972
FALSE,0,34,14,0,46,2,33,15,33,15,48,0,177,200,52,7,422,155,274,335,92,30179
TRUE,0,11,3,0,14,0,7,7,7,7,14,0,38,28,4,13,57,37,33,27,41,5839
TRUE,0,5,0,0,5,0,3,2,5,0,5,0,19,9,4,5,27,20,12,28,4,2420
TRUE,0,2,1,0,3,0,2,1,1,2,3,0,2,1,0,3,0,2,1,2,1,0
TRUE,0,1,3,0,4,0,0,4,4,0,4,0,5,20,2,4,23,12,15,0,27,1640
TRUE,0,6,3,0,9,0,3,6,4,5,9,0,30,20,4,9,45,23,31,20,34,3665
TRUE,0,8,3,0,9,2,8,3,5,6,11,0,69,57,11,11,126,63,74,85,52,8986
FALSE,0,5,0,0,5,0,3,2,4,1,5,0,17,20,1,5,33,14,24,15,9,12490
TRUE,0,9,2,0,11,0,5,6,7,4,11,0,55,38,4,11,86,55,42,54,43,4135
TRUE,0,5,4,0,9,0,0,9,5,4,9,0,11,28,0,9,30,20,19,0,39,2355
TRUE,1,2,0,0,2,0,1,1,1,1,2,0,3,0,0,2,1,2,1,2,1,600
TRUE,0,7,2,0,6,3,5,4,8,1,8,1,31,74,8,9,104,58,55,77,36,4220
TRUE,0,2,2,0,4,0,0,4,2,2,4,0,2,4,1,4,3,3,4,0,7,1300
TRUE,0,4,1,0,4,1,3,2,4,1,5,0,30,17,1,5,43,25,23,33,15,3240
TRUE,0,11,1,0,8,4,11,1,9,3,12,0,64,56,7,12,115,63,64,124,3,9745
FALSE,0,4,2,0,6,0,4,2,4,2,6,0,34,12,2,5,43,22,26,42,6,4491
TRUE,0,84,41,2,117,10,61,66,86,41,118,9,478,441,85,45,959,427,577,592,410,65095
TRUE,0,3,3,0,4,2,0,6,2,4,6,0,4,9,1,6,8,5,9,0,14,1370
TRUE,0,16,4,0,18,2,16,4,13,7,20,0,139,69,8,20,196,116,100,186,30,24328
TRUE,0,7,5,0,11,1,7,5,10,2,12,0,42,53,10,3,102,55,50,78,26,6753
FALSE,1,47,24,0,59,12,38,33,46,25,71,0,286,271,158,71,644,260,455,447,265,58314
TRUE,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0
TRUE,0,42,13,0,49,6,41,14,36,19,55,0,244,207,22,55,418,209,264,388,81,42920
FALSE,0,4,0,0,4,0,4,0,1,3,4,0,7,7,1,4,11,3,12,15,0,1515
FALSE,0,19,3,1,23,0,16,7,19,4,23,0,104,61,14,23,156,74,105,136,33,12640
TRUE,0,37,16,0,49,4,34,19,35,18,53,0,223,281,31,53,482,194,341,341,194,39420
FALSE,0,3,0,0,3,0,0,3,0,3,2,1,6,3,1,1,9,1,9,0,9,1001
TRUE,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,100
TRUE,0,74,38,0,98,14,56,56,75,37,110,2,393,443,345,110,1071,435,746,710,467,67997
TRUE,0,4,0,0,4,0,0,4,2,2,4,0,22,9,2,4,29,12,21,0,30,1847
TRUE,0,19,7,0,16,10,12,14,14,12,25,1,111,108,8,4,223,123,104,106,115,18240
TRUE,0,17,7,0,21,3,8,16,12,12,23,1,64,67,4,24,111,40,95,17,118,7214
TRUE,0,5,2,0,6,1,7,0,3,4,7,0,17,28,3,7,41,12,36,48,0,3400
TRUE,0,16,8,0,24,0,10,14,17,7,24,0,191,162,24,24,353,183,194,205,172,20806
TRUE,0,21,17,1,37,2,25,14,28,11,39,0,115,138,53,7,299,120,186,194,112,23045
FALSE,0,0,2,0,2,0,1,1,2,0,2,0,0,4,0,2,2,4,0,2,2,600
TRUE,1,99,35,0,127,7,70,64,88,46,134,0,361,403,162,134,792,457,469,609,309,69965
TRUE,0,3,0,0,3,0,0,3,2,1,3,0,14,11,0,3,22,7,18,0,20,1920
TRUE,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0
FALSE,0,4,10,0,14,0,0,14,6,8,14,0,52,130,17,14,185,85,114,0,198,6542
TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,0,4,3,0,7,0,1,6,4,3,7,0,25,44,0,7,62,29,40,9,60,2672
TRUE,0,5,0,0,5,0,2,3,3,2,5,0,18,9,0,5,22,13,14,5,22,1560
TRUE,0,7,5,0,12,0,6,6,8,4,12,0,51,60,12,11,112,49,74,57,63,7065
FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,0,5,0,0,4,1,3,2,3,2,5,0,18,9,2,5,24,10,19,13,11,3080
TRUE,0,173,117,0,169,121,176,114,194,96,289,1,1103,1362,149,286,2328,1296,1318,1772,842,177839
TRUE,0,2,0,0,2,0,0,2,0,2,2,0,5,0,0,2,3,3,2,0,4,625
TRUE,0,5,4,0,4,5,0,9,2,7,9,0,44,83,3,9,121,33,97,0,130,8898
TRUE,1,11,0,0,11,0,11,0,11,0,11,0,95,47,9,11,140,74,77,150,0,17138
TRUE,0,1,0,0,1,0,0,1,1,0,1,0,4,3,0,1,6,3,4,0,7,600
TRUE,0,3,0,0,3,0,1,2,1,2,3,0,71,18,12,3,98,13,88,80,21,3250
TRUE,0,3,1,0,4,0,1,3,3,1,4,0,23,10,4,4,33,11,26,14,23,2440
TRUE,0,2,0,0,2,0,1,1,2,0,2,0,32,11,20,2,61,33,30,31,32,3295
TRUE,0,4,6,0,7,3,6,4,6,4,10,0,36,63,7,10,96,47,59,82,24,5737
TRUE,0,1,3,0,2,2,3,1,3,1,4,0,16,40,6,4,58,20,42,59,3,2870
TRUE,0,5,0,0,3,2,2,3,4,1,5,0,39,37,6,5,77,44,38,18,64,5340
TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,0,1,0,0,0,1,1,0,1,0,1,0,12,6,2,1,19,14,6,20,0,1090
TRUE,0,1,2,0,3,0,0,3,2,1,3,0,4,11,0,3,12,5,10,0,14,1380
TRUE,0,7,7,0,14,0,0,14,10,4,14,0,65,73,15,15,138,65,88,0,142,12668
FALSE,0,2,0,0,2,0,0,2,2,0,2,0,6,0,0,2,4,4,2,0,6,600
TRUE,0,5,0,0,5,0,4,1,5,0,5,0,29,9,0,5,33,15,23,37,1,3560
TRUE,0,6,3,0,9,0,4,5,6,3,9,0,61,40,3,8,96,33,71,69,35,5031
